Logging start...
GPS time;GPS FIX;GPS lat;GPS lon;GPS alt;int Temp;ext Temp;Press;Vsupply
00:00:03;NOFIX;00.000000;000.000000;0;20.9;-71.1;978;9.03
00:00:06;NOFIX;00.000000;000.000000;0;20.9;-64.8;975;9.06
00:00:09;NOFIX;00.000000;000.000000;0;21.0;-71.1;977;9.04
00:00:12;NOFIX;00.000000;000.000000;0;21.0;-62.4;977;9.01
00:00:15;NOFIX;00.000000;000.000000;0;21.0;-67.6;978;9.05
00:00:18;NOFIX;00.000000;000.000000;0;21.1;-67.6;980;9.03
00:00:21;NOFIX;00.000000;000.000000;0;21.1;-71.1;977;9.00
00:00:24;NOFIX;00.000000;000.000000;0;21.1;-71.1;978;9.03
00:00:27;NOFIX;00.000000;000.000000;0;20.9;-67.6;978;9.04
00:00:30;NOFIX;00.000000;000.000000;0;21.0;-64.8;977;9.04
00:00:33;NOFIX;00.000000;000.000000;0;21.0;-67.6;977;9.04
00:00:36;NOFIX;00.000000;000.000000;0;21.1;-64.8;977;9.04
00:00:39;NOFIX;00.000000;000.000000;0;21.0;-67.6;975;9.00
00:00:42;NOFIX;00.000000;000.000000;0;21.1;-64.8;978;9.03
00:00:45;NOFIX;00.000000;000.000000;0;21.2;-64.8;980;9.00
00:00:48;NOFIX;00.000000;000.000000;0;21.2;-62.4;977;9.01
00:00:51;NOFIX;00.000000;000.000000;0;21.1;-67.6;980;9.03
00:00:54;NOFIX;00.000000;000.000000;0;21.0;-67.6;977;9.03
00:00:57;NOFIX;00.000000;000.000000;0;21.0;-64.8;975;9.04
00:01:00;NOFIX;00.000000;000.000000;0;21.0;-64.8;978;9.04
00:01:03;NOFIX;00.000000;000.000000;0;21.1;22.6;980;9.04
00:01:06;NOFIX;00.000000;000.000000;0;21.1;21.9;977;9.01
00:01:09;NOFIX;00.000000;000.000000;0;21.2;21.3;977;8.99
00:01:12;NOFIX;00.000000;000.000000;0;21.0;21.1;978;9.01
00:01:15;NOFIX;00.000000;000.000000;0;20.9;21.1;978;9.03
00:01:18;NOFIX;00.000000;000.000000;0;21.1;21.2;980;9.01
00:01:21;NOFIX;00.000000;000.000000;0;21.1;21.2;980;9.04
00:01:24;NOFIX;00.000000;000.000000;0;21.2;21.2;980;9.01
00:01:27;NOFIX;00.000000;000.000000;0;21.1;21.1;978;9.00
00:01:30;NOFIX;00.000000;000.000000;0;21.1;21.0;978;9.00
00:01:33;NOFIX;00.000000;000.000000;0;21.1;21.0;981;9.03
00:01:36;NOFIX;00.000000;000.000000;0;21.0;20.9;980;9.04
00:01:39;NOFIX;00.000000;000.000000;0;21.0;20.9;980;9.03
00:01:42;NOFIX;00.000000;000.000000;0;21.1;20.7;978;9.04
00:01:45;NOFIX;00.000000;000.000000;0;21.0;20.7;978;9.04
00:01:48;NOFIX;00.000000;000.000000;0;21.1;20.8;978;9.03
00:01:51;NOFIX;00.000000;000.000000;0;21.0;20.7;978;9.04
00:01:54;NOFIX;00.000000;000.000000;0;21.0;20.5;978;9.04
00:01:57;NOFIX;00.000000;000.000000;0;21.0;20.6;980;9.03
00:02:00;NOFIX;00.000000;000.000000;0;21.0;20.6;978;9.03
00:02:03;NOFIX;00.000000;000.000000;0;20.9;20.6;978;9.03
00:02:06;NOFIX;00.000000;000.000000;0;21.0;20.8;980;9.03
00:02:09;NOFIX;00.000000;000.000000;0;21.0;20.6;981;9.01
00:02:12;NOFIX;00.000000;000.000000;0;21.0;20.7;980;9.04
00:02:15;NOFIX;00.000000;000.000000;0;20.9;20.7;980;9.01
00:02:18;NOFIX;00.000000;000.000000;0;21.0;20.5;980;9.05
00:02:21;NOFIX;00.000000;000.000000;0;20.8;20.5;978;9.05
00:02:24;NOFIX;00.000000;000.000000;0;20.9;20.6;978;9.04
00:02:27;NOFIX;00.000000;000.000000;0;21.0;20.6;980;9.03
00:02:30;NOFIX;00.000000;000.000000;0;21.0;20.7;978;9.05
00:02:33;NOFIX;00.000000;000.000000;0;21.0;20.5;978;9.04
00:02:36;NOFIX;00.000000;000.000000;0;21.1;20.5;978;9.03
00:02:39;NOFIX;00.000000;000.000000;0;21.0;20.6;978;9.03
00:02:42;NOFIX;00.000000;000.000000;0;21.0;20.5;980;9.04
00:02:45;NOFIX;00.000000;000.000000;0;20.8;20.4;980;9.04
00:02:48;NOFIX;00.000000;000.000000;0;20.9;20.4;978;9.04
00:02:51;NOFIX;00.000000;000.000000;0;20.9;20.5;978;9.01
00:02:54;NOFIX;00.000000;000.000000;0;21.0;20.5;977;9.03
00:02:57;NOFIX;00.000000;000.000000;0;20.9;20.4;980;9.01
00:03:01;NOFIX;00.000000;000.000000;0;20.9;20.4;978;9.04
00:03:04;NOFIX;00.000000;000.000000;0;21.0;20.6;977;9.01
00:03:07;NOFIX;00.000000;000.000000;0;21.0;20.3;978;9.04
00:03:10;NOFIX;00.000000;000.000000;0;21.0;20.5;978;9.03
00:03:13;NOFIX;00.000000;000.000000;0;20.9;20.5;978;9.01
00:03:16;NOFIX;00.000000;000.000000;0;21.0;20.4;978;9.04
00:03:19;NOFIX;00.000000;000.000000;0;20.9;20.5;978;9.05
00:03:22;NOFIX;00.000000;000.000000;0;20.8;20.5;977;9.03
00:03:25;NOFIX;00.000000;000.000000;0;20.9;20.4;977;9.03
00:03:28;NOFIX;00.000000;000.000000;0;20.9;20.4;977;9.03
00:03:31;NOFIX;00.000000;000.000000;0;20.9;20.5;975;9.03
00:03:34;NOFIX;00.000000;000.000000;0;20.9;20.5;978;9.01
00:03:37;NOFIX;00.000000;000.000000;0;20.9;20.6;978;9.03
00:03:40;NOFIX;00.000000;000.000000;0;20.9;20.5;977;9.03
00:03:43;NOFIX;00.000000;000.000000;0;20.8;20.6;978;9.03
00:03:46;NOFIX;00.000000;000.000000;0;20.9;20.6;977;9.03
00:03:49;NOFIX;00.000000;000.000000;0;20.9;20.7;978;9.01
00:03:52;NOFIX;00.000000;000.000000;0;20.8;20.7;975;9.06
00:03:55;NOFIX;00.000000;000.000000;0;20.8;20.6;977;9.01
00:03:58;NOFIX;00.000000;000.000000;0;20.8;20.8;974;9.00
00:04:01;NOFIX;00.000000;000.000000;0;20.9;20.9;974;9.05
00:04:04;NOFIX;00.000000;000.000000;0;20.8;20.8;978;9.06
00:04:07;NOFIX;00.000000;000.000000;0;21.0;20.5;978;9.04
00:04:10;NOFIX;00.000000;000.000000;0;20.8;20.8;977;9.03
00:04:13;NOFIX;00.000000;000.000000;0;20.9;20.6;980;9.05
00:04:16;NOFIX;00.000000;000.000000;0;20.8;20.6;978;9.03
00:04:19;NOFIX;00.000000;000.000000;0;21.0;20.5;980;9.04
00:04:22;NOFIX;00.000000;000.000000;0;20.8;20.5;975;9.03
00:04:25;NOFIX;00.000000;000.000000;0;20.7;20.6;977;9.03
00:04:28;NOFIX;00.000000;000.000000;0;20.9;20.4;975;9.01
00:04:31;NOFIX;00.000000;000.000000;0;20.9;20.5;978;9.01
00:04:34;NOFIX;00.000000;000.000000;0;20.9;20.6;980;9.05
00:04:37;NOFIX;00.000000;000.000000;0;20.8;20.6;978;9.04
00:04:40;NOFIX;00.000000;000.000000;0;20.9;20.7;978;9.04
