Logging start...
GPS time;GPS FIX;GPS lat;GPS lon;GPS alt;int Temp;ext Temp;Press;Vsupply
00:00:03;NOFIX;00.000000;000.000000;0;28.8;27.0;970;10.42
00:00:06;NOFIX;00.000000;000.000000;0;28.8;27.2;971;10.37
00:00:09;NOFIX;00.000000;000.000000;0;28.7;27.3;967;10.30
00:00:12;NOFIX;00.000000;000.000000;0;28.7;27.3;967;10.26
00:00:15;NOFIX;00.000000;000.000000;0;28.7;27.4;967;10.21
00:00:18;NOFIX;00.000000;000.000000;0;28.7;27.4;967;10.17
00:00:21;NOFIX;00.000000;000.000000;0;28.7;27.0;967;10.13
00:00:24;NOFIX;00.000000;000.000000;0;28.7;26.8;967;10.09
00:00:27;NOFIX;00.000000;000.000000;0;28.7;26.9;967;10.07
00:00:30;NOFIX;00.000000;000.000000;0;28.7;26.9;967;10.04
00:00:33;NOFIX;00.000000;000.000000;0;28.7;26.8;965;10.00
00:00:36;NOFIX;00.000000;000.000000;0;28.8;26.9;967;9.96
00:00:39;NOFIX;00.000000;000.000000;0;28.7;26.9;965;9.93
00:00:42;NOFIX;00.000000;000.000000;0;28.8;26.9;967;9.90
00:00:45;NOFIX;00.000000;000.000000;0;28.8;27.0;967;9.88
00:00:48;NOFIX;00.000000;000.000000;0;29.1;27.1;971;9.86
00:00:51;NOFIX;00.000000;000.000000;0;29.0;27.3;970;9.84
00:00:54;NOFIX;00.000000;000.000000;0;29.0;27.4;970;9.81
00:00:57;NOFIX;00.000000;000.000000;0;29.1;27.5;971;9.80
00:01:00;NOFIX;00.000000;000.000000;0;29.1;27.6;970;9.74
00:01:03;NOFIX;00.000000;000.000000;0;29.1;27.7;970;9.73
00:01:06;NOFIX;00.000000;000.000000;0;29.1;27.7;970;9.70
00:01:09;NOFIX;00.000000;000.000000;0;29.1;27.7;970;9.68
00:01:12;NOFIX;00.000000;000.000000;0;29.1;27.7;970;9.65
08:00:39;FIX;43.606322;011.311603;217;29.1;27.8;970;9.62
08:00:42;FIX;43.606335;011.311643;227;28.9;27.7;967;9.58
08:00:45;FIX;43.606367;011.311698;239;28.9;27.7;965;9.55
08:00:48;FIX;43.606373;011.311705;239;28.9;27.7;965;9.54
08:00:51;FIX;43.606402;011.311733;246;28.9;27.7;965;9.51
08:00:54;FIX;43.606425;011.311755;249;28.9;27.7;965;9.50
08:00:57;FIX;43.606437;011.311772;253;29.0;27.8;965;9.47
08:01:00;FIX;43.606447;011.311773;253;29.0;27.9;965;9.46
08:01:03;FIX;43.606445;011.311777;252;28.9;28.0;965;9.45
08:01:06;FIX;43.606452;011.311782;253;29.2;27.7;971;9.45
08:01:09;FIX;43.606453;011.311787;254;29.0;27.7;965;9.43
08:01:12;FIX;43.606453;011.311788;254;29.0;27.7;965;9.40
08:01:13;FIX;43.606457;011.311788;253;29.0;27.6;965;9.40
08:01:16;FIX;43.606457;011.311780;252;29.0;27.5;965;9.38
08:01:19;FIX;43.606455;011.311775;251;29.0;27.5;967;9.37
08:01:22;FIX;43.606453;011.311768;249;29.0;27.4;965;9.37
08:01:25;FIX;43.606450;011.311765;247;29.0;27.4;965;9.36
08:01:28;FIX;43.606455;011.311768;248;29.0;27.3;965;9.35
08:01:31;FIX;43.606458;011.311780;250;29.0;27.4;965;9.34
08:01:34;FIX;43.606458;011.311783;250;29.0;27.4;965;9.32
08:01:37;FIX;43.606460;011.311783;249;29.0;27.7;965;9.32
08:01:40;FIX;43.606462;011.311783;248;29.1;27.7;965;9.32
08:01:43;FIX;43.606463;011.311788;248;29.1;27.6;965;9.30
08:01:46;FIX;43.606467;011.311797;249;29.1;27.6;965;9.30
08:01:49;FIX;43.606463;011.311797;249;29.1;27.6;965;9.30
08:01:52;FIX;43.606462;011.311793;249;29.1;27.5;965;9.29
08:01:55;FIX;43.606453;011.311790;248;29.1;27.4;965;9.28
08:01:58;FIX;43.606443;011.311783;246;29.1;27.3;965;9.28
08:02:01;FIX;43.606437;011.311778;244;29.1;27.3;965;9.27
08:02:04;FIX;43.606432;011.311780;244;29.1;27.2;965;9.27
08:02:07;FIX;43.606427;011.311782;244;29.1;27.2;965;9.27
08:02:10;FIX;43.606422;011.311782;243;29.1;27.0;965;9.26
08:02:13;FIX;43.606417;011.311780;243;29.1;27.0;965;9.26
08:02:16;FIX;43.606417;011.311778;243;29.1;27.1;965;9.24
08:02:19;FIX;43.606420;011.311782;242;29.2;26.9;965;9.23
08:02:22;FIX;43.606422;011.311778;241;29.2;26.9;965;9.24
08:02:25;FIX;43.606420;011.311773;240;29.2;26.7;967;9.23
